Text,Result
조아요,"긍정 확률: 43.80%, 부정 확률: 56.20%"
친절하고 치료 잘 받고 있어요,"긍정 확률: 45.43%, 부정 확률: 54.57%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하고 설명을 잘 해 주세요,"긍정 확률: 44.84%, 부정 확률: 55.16%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
주차하기좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
ㅎㅎㅎㅎㅎㅎ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
ㅇㅋ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
아주 좋아요,"긍정 확률: 48.45%, 부정 확률: 51.55%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
가다실 북부에서 제일 저렴.. 간호사 의사쌤 모두 다 친절🥹,"긍정 확률: 56.72%, 부정 확률: 43.28%"
병원인데 주차비를 받아서 좀 당황했어요,"긍정 확률: 46.51%, 부정 확률: 53.49%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
젛아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
깨끗해요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋습니다,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
👍,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요😄,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
첫방문이었구요 예약없이 방문했는데 오래기다리지않고 바로 진료 볼수있었어요~너무친절하고 편안한 분위기  시설도 너무 깔끔하고 좋았습니다!!! 원래는 스켈링과 잇몸패임 부분만 하려고한건데  어쩌다보니  전체적으로 견적받았고 ㅎㅎ 다른곳  비교할 시간도 여유도 없는지라ㅠㅠ 첫방문이지만 온김에  또 하는김에 불편한부분 모두 치료받는걸로 진행하게되었 네요ㅎㅎ  원장님도 친절하게 꼼꼼하게 잘 봐주시고 설명도 잘해주시고 만족스러웠습니다 !! 다음 방문때 뵙겠습니다:) 감사합니다 내용 더보기,"긍정 확률: 47.87%, 부정 확률: 52.13%"
좋습니다.,"긍정 확률: 47.56%, 부정 확률: 52.44%"
중화역에서 제일 깨끗하고 시설도 좋아요~ 선생님들 모두 친절하시구요!,"긍정 확률: 45.96%, 부정 확률: 54.04%"
교정 상담 친절하게 해주세요 월별치료 꼼꼼하게 잘해주세요 시설도 깨끗하고 위치도 중화역 3번출구에서 가까워서 접근성 좋아요 교정을 서울튼튼치과에서 하길 잘 했다고 생각해요 교정 진행도 잘 되고 있어요 교정 더이상 미루지 말고 서울튼튼치과에서 하세요~강력 추천합니다:),"긍정 확률: 46.97%, 부정 확률: 53.03%"
간호사분들 너무 친절하구 좋아요!! 앞으로도 자주 방문할거같아요!! 의사선생님도 꼼꼼하게 봐주셔서 너무 좋았습니다,"긍정 확률: 49.54%, 부정 확률: 50.46%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
"실력있는 의료진 깔끔한 내부, 편리한 접근성 친절한 진료까지 어느 하나 빠지는게 없네요 번창하세요내용 더보기","긍정 확률: 51.50%, 부정 확률: 48.50%"
"몇 년동안 치아 치료, 교정 치료 받고 있는데 넘 조아요 과잉진료 없고 다들 친절하세요!!","긍정 확률: 56.17%, 부정 확률: 43.83%"
시설이 깔끔하고 좋아요!  치료도 잘해주시고 스케일링 정기적으로 받고 있어요 ! 잊지 않게 날짜에 맞춰 연락주셔서 잘 다니고 있습니다,"긍정 확률: 48.80%, 부정 확률: 51.20%"
굿굿 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
시설도 깨끗하고 의사선생님도 친절하세요,"긍정 확률: 44.41%, 부정 확률: 55.59%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
"친절하고 상세하게 설명해주셔서 좋아요. 기본적인 시력검사와 안압 검사, 그리고 최신기기로 눈 상태를 알 수 있어  계속 정기검진을 가려고 합니다. ","긍정 확률: 58.12%, 부정 확률: 41.88%"
굳,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
여자 선생님  친절하세요.,"긍정 확률: 54.74%, 부정 확률: 45.26%"
시설깨큿하고  자세하고 친절하게 잘 설명해주세요,"긍정 확률: 46.08%, 부정 확률: 53.92%"
친절해요!!,"긍정 확률: 45.23%, 부정 확률: 54.77%"
친절하세요!!😀,"긍정 확률: 44.30%, 부정 확률: 55.70%"
친절해요!,"긍정 확률: 43.64%, 부정 확률: 56.36%"
친절해요!,"긍정 확률: 43.64%, 부정 확률: 56.36%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
과잉진료 없고 원장님 친절하시고 좋아요! 치위생사쌤도 넘 친절하시고 꼼꼼하게 설명 잘해주셔서 좋습니다👍,"긍정 확률: 50.73%, 부정 확률: 49.27%"
친절하고 최대한 고객에게  맞게 강요하거나 그런거 없이 의견을 편하게 제시해주해줍니다. + 설명해주실 때 이해하기 쉽게 그림까지 그려주면서 이해를 도와주시는게 너무 좋습니다,"긍정 확률: 57.25%, 부정 확률: 42.75%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아요. 친철해요. 사람이 많아요  ,"긍정 확률: 55.78%, 부정 확률: 44.22%"
자주이용합니다,"긍정 확률: 42.91%, 부정 확률: 57.09%"
평일 저녁은 예약 환자없으면 바로 퇴근하는듯합니다 두번 헛걸음하고 오늘 갔다왔어요 어차피 진료 때문에 간게 아니라 겸사겸사 다이소도 들르고 상관은 없었어요 전화해보고 가세 요내용 더보기,"긍정 확률: 50.28%, 부정 확률: 49.72%"
친절해요^^,"긍정 확률: 45.12%, 부정 확률: 54.88%"
이 동네 20년 넘게 살면서 홈플러스에 치과있는걸 첨 알았어요 허허 간호사쌤들도 의사쌤도 친절하시고 금액 설명이나 치료진행 방향도 잘 설명해주십니다 다만 토요일 진료라 대기가  긴건 어쩔수가 없네요ㅠ 직장인의 비애ㅠㅡㅠ내용 더보기,"긍정 확률: 50.40%, 부정 확률: 49.60%"
오랫만에 친하게 지내고 싶지 않은 치과를 찾았어요. 저는 청결이 먼저라 일단 외관상 깨끗한 곳을 정했구요.  의사선생님은 나긋나긋 천천히 설명 잘해주세요.  가격은... 비교가 안돼서  잘 모르지만~치과니까요 ...  관리 잘합시다~ 제때제때 잘 닦고 치실도 자주자주 하시고~ 그게 돈 버는 겁니다.ㅡㅡㅋ 오늘도 뼈져리게 느끼며 괴로운 치료하고 후기남겨봅니다. 내용 더보기,"긍정 확률: 59.52%, 부정 확률: 40.48%"
치료하는데 계속 잡담하시느라 에칭때 너무 불편했고 스케일링 받을때도 석션을 제대로 신경안쓰시고 계속 혀에다 대서 아팠습니다. 이 외에도 개인적으로 불편한 것들이 있었지만 치료에 관한것만 적었습니다. 초진이었는데 너무나 불만족스러운 경험이었고 리뷰보고 간건데 실망이 컸습니다. 주로 재진이신분들만 방문하는 듯 했습니다.,"긍정 확률: 58.29%, 부정 확률: 41.71%"
친절하세요 ,"긍정 확률: 41.28%, 부정 확률: 58.72%"
치과 다녀왔어요,"긍정 확률: 46.30%, 부정 확률: 53.70%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
.,"긍정 확률: 50.06%, 부정 확률: 49.94%"
.,"긍정 확률: 50.06%, 부정 확률: 49.94%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
^^,"긍정 확률: 39.31%, 부정 확률: 60.69%"
허리가 아파서 방문했어요! 친절하신 쌤들과 편안한 분위기에서 치료 받았습니다:) 이사 후 첫 방문인데 한의원은 이곳으로 정착할게요!내용 더보기,"긍정 확률: 49.61%, 부정 확률: 50.39%"
남녀노소 ㆍ높고 낮음이  없이 진심을 다해서  대해주시네요. 어디 적당한  한의원을  찾고계시다면 여기  추천드려요  .,"긍정 확률: 58.60%, 부정 확률: 41.40%"
친절하고 치료를 잘해요ㆍ,"긍정 확률: 43.10%, 부정 확률: 56.90%"
^^,"긍정 확률: 39.31%, 부정 확률: 60.69%"
친절하고 치료받고 효과가 좋아요ᆢ,"긍정 확률: 46.38%, 부정 확률: 53.62%"
^^,"긍정 확률: 39.31%, 부정 확률: 60.69%"
친절하고 좋아요. 설명도 자세하고 쉽게 해줍니다.  치료결과도 만족합니다,"긍정 확률: 57.70%, 부정 확률: 42.30%"
선생님 설명 잘해주고 간호사분들도 성실하게 잘 해주는 것 같습니다. 단지 친절한게 아니고 성심성의껏 대한다는 느낌을 받습니다. 좋아요,"긍정 확률: 57.16%, 부정 확률: 42.84%"
예약제 입니다,"긍정 확률: 43.96%, 부정 확률: 56.04%"
잇몸치료 아주 깨운하게 잘 하고왔어요 ㅎ,"긍정 확률: 49.44%, 부정 확률: 50.56%"
잇몸치료 마취하고 받았어요   보철이있어서 치아관리가 참 어려운거같아요ㅜ,"긍정 확률: 48.42%, 부정 확률: 51.58%"
친절합니다 ,"긍정 확률: 40.78%, 부정 확률: 59.22%"
임플란트하고 감동받고 왔네요ㅎㅎ 죽 잘먹겠습니다🙏 다들 너무 친절하시고 찐 좋아요👍👍  추천이요~~~ 아! 의사선생님 스펙 ㄷㄷ  서울대 박석학...ㄷㄷㄷㄷㄷ내용 더보기,"긍정 확률: 59.06%, 부정 확률: 40.94%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
그저그럼,"긍정 확률: 41.99%, 부정 확률: 58.01%"
과잉진료도 없고 의사선생님 치위생사분들 너무 친절하십니다..! 사랑니도 붓기없이 너무 잘 뺐어요ㅠㅠ 치과 계속 옮겨다녔는데 정착할 수 있을 것 같아요!,"긍정 확률: 54.68%, 부정 확률: 45.32%"
처음에 집 근처라서 급하게 왔던곳인데 직원분들과 원장님이 너무 친절하시고 과잉진료 없이 솔직하게 진료 및 치료해주셔서 치과 정착했습니다.  임플란트 진행했는데 설명도 너무 잘 해주시고 치료를 안아프게 잘해주셔서 치과오는게 무섭지 않습니다.  치아 관리 잘하는게 제일 중요하겠지만 어쩔수 없이 치료 받아야한다면 홍치과 추천드려요! 주변사람들이 치과 가 야한다고 하면 무조건 추천할정도입니다!! 내용 더보기,"긍정 확률: 54.91%, 부정 확률: 45.09%"
"치과는 언제나 가기 무서운데 ㅎㅎ 홍치과 의사선생님, 간호사선생님 너무 너무 친절하셔서 편안한 마음입니다^^~! 임플란트로 음식의 제한없이 !!고기를 씹는 행복을 다시찾았습니다~!!대성공!!!! 적극추천드립니다~! ","긍정 확률: 53.66%, 부정 확률: 46.34%"
교정 1년하고 4개월째입니다! 처음보다 달라진게 확 보일정도로 효과가 빨라요! 항상 친절하게 대응해주셔서 감사해요~!!,"긍정 확률: 50.78%, 부정 확률: 49.22%"
어려운 임플란트 였는데 3대를 수면임플란트로 쉽게 했어요 통증도 많이 없어서 좋아요,"긍정 확률: 48.22%, 부정 확률: 51.78%"
유치발치했어요~ 지금까지 영유아검진만 받고 엑스레이랑 다른 진료는 받은 적 없는 아이라 걱정했는데 선생님들이 '예쁘게 생겼네~ 옷이 너무 귀엽네~' 로 시작하는 칭찬폭풍 해주셔서 아이가 기분 좋게 진료의자에 앉아서  시작하고 마무리까지 칭찬으로 기분좋게 끝~ 했습니다~ ㅎㅎ 다음달쯤 하나 더 뽑아야하는데 잘 할 수 잇다고 하네요~ 다음 발치때 또 갈게요!! ,"긍정 확률: 53.08%, 부정 확률: 46.92%"
"이 시림도 꼼꼼하게 잘 봐주시고, 직원분들 갈 때마다 항상 친절하세요~ 교정이 얼른 끝났으면 좋겠네용,,😂","긍정 확률: 56.26%, 부정 확률: 43.74%"
오랫동안 아파서 불편햇던 치아가있으신 엄마를 모시고 치과다녀왔습니다! 미리 약도 처방받아서 먹고 치료를 받으셨는데 이를 뽑아야하는 상태이셨더라구요 ㅠㅠ 나중에들어보니 하나도 안아프게 이를 쑥뽑아주셨다며 엄마께서 원장님께 엄지척 주시더라구요 :)  꼼꼼하고 불편하지않게 진료해주셔서 너무 감사합니다🥹,"긍정 확률: 49.66%, 부정 확률: 50.34%"
스케일링하러 방문했는데 꼼꼼히 잘해주시고 친절해요~,"긍정 확률: 48.44%, 부정 확률: 51.56%"
"간호사분들 정말 다 친절하시고, 설명을 아주 꼼꼼하게 해주세요. 뭔가 FM대로 원칙을 잘 지켜서 해주시는 것 같아서 신뢰가 갔어요. 의사 선생님들도 친절하시고 진료도 꼼꼼하게 봐주세요. 양심적이시고 전반적으로 만족합니다^^ 제가 질문이 많았는데 답변 잘 해주셨어요^^","긍정 확률: 57.32%, 부정 확률: 42.68%"
물리치료 잘해줘서 좋아요,"긍정 확률: 46.46%, 부정 확률: 53.54%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절,"긍정 확률: 39.10%, 부정 확률: 60.90%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
ㅎㅎㅎ ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
물치료  친절하게 꼼꼼히 잘해줘좋아요,"긍정 확률: 47.40%, 부정 확률: 52.60%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
물리치료 잘해요,"긍정 확률: 45.59%, 부정 확률: 54.41%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
물리치료  잘해요,"긍정 확률: 45.59%, 부정 확률: 54.41%"
선생님 모두 친절하시고 스켈링도 꼼꼼하게 안 아프게해주세요,"긍정 확률: 45.99%, 부정 확률: 54.01%"
의사선생님이 자상하세요,"긍정 확률: 44.52%, 부정 확률: 55.48%"
이곳은 의사선생님만 잘하세요~ 간호사분들은 잘못하십니다,"긍정 확률: 47.71%, 부정 확률: 52.29%"
가깝고 좋아요 친절해요 ㅎㅎ,"긍정 확률: 48.70%, 부정 확률: 51.30%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
사랑니 발치 2만원도 안 되는 곳 싸다 좋다 친절하다! 24년간 다닌 사람이 보증함니다,"긍정 확률: 46.59%, 부정 확률: 53.41%"
항상 진료 친절하게 해주시고 너무 감사합니다 ^^    석치과 짱!,"긍정 확률: 46.12%, 부정 확률: 53.88%"
친절하고 정성껏 해주시네요,"긍정 확률: 42.65%, 부정 확률: 57.35%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
제가 다녔던 병원중에 서비스 ‘최악 ’ 입니다. 간호사들 불친절은 물론이고 의사선생님은 꼼꼼하신 것 같은데 말투가 딱딱해요.  간호사는 눈도 안마주치고 이야기하고 다리꼬고 앉아서 핸드폰하네요.. 다시는 안갑니다..,"긍정 확률: 58.25%, 부정 확률: 41.75%"
독감접종했어요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하고 주차가 변해요.,"긍정 확률: 57.32%, 부정 확률: 42.68%"
과잉진료없이 항상 진료 잘 ㅈ봐주시고 좋아요,"긍정 확률: 46.51%, 부정 확률: 53.49%"
주말은 일찍!,"긍정 확률: 45.59%, 부정 확률: 54.41%"
꼼꼼히 봐주시는 것 같아요.,"긍정 확률: 55.80%, 부정 확률: 44.20%"
사람이 많아도 잘 봐주세요 안심하고 갈 수 있어요,"긍정 확률: 47.79%, 부정 확률: 52.21%"
아기 약 신경써주셔서 넘 좋아요,"긍정 확률: 47.34%, 부정 확률: 52.66%"
잘봐주셔서 여기다녀요,"긍정 확률: 43.41%, 부정 확률: 56.59%"
왜 선 이비인후과일까?  화이팅,"긍정 확률: 47.01%, 부정 확률: 52.99%"
선생님이 꼼꼼하게 봐주셔서 좋네요 다들 친절하시고요,"긍정 확률: 45.84%, 부정 확률: 54.16%"
꼼꼼하게 잘 체크해 주십니다,"긍정 확률: 44.42%, 부정 확률: 55.58%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
과잉치료 안하셔서 좋아요 ,"긍정 확률: 46.45%, 부정 확률: 53.55%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
정직한 치과. 항상. 감사합니다 ,"긍정 확률: 53.00%, 부정 확률: 47.00%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절히 설명을 잘해주시네요~,"긍정 확률: 47.67%, 부정 확률: 52.33%"
.,"긍정 확률: 50.06%, 부정 확률: 49.94%"
직원분들도  모두  친절하시고   원장님도 좋으세요   마취하는데  하나도안아프게  해주시더라구요^^ 꼼꼼하고  세심하게  치료받았고  과한진료가  없어서  더욱신뢰가  갑니다.,"긍정 확률: 55.23%, 부정 확률: 44.77%"
와이프가 신경 잘써주시고 친절하게 설명도 잘 해주신다고 하셔서 스케일링 하러 다녀왔는데 하나하나 꼼꼼히 설명해주시고 궁금한 것도 다 알려주시고 스케일링 잘 받고 왔습니다 다음에 사랑니 뽑으러 가겠습니다^^,"긍정 확률: 52.37%, 부정 확률: 47.63%"
정말오랫만에 가는 치과라서 비용이좀 들겠다 싶었는데 의사샘이 너무 친절하게 설명해주시며 지켜보고 나중에 치료하자고 해주셔서 안심이 됬습니다 스케일링 하는것도 엄청 꼼꼼하게 해주시고 의사샘도 간호사샘들도 설명을 너무 잘해주셔서 정말좋았어요 ,"긍정 확률: 51.64%, 부정 확률: 48.36%"
스켈링했는데 친절하고 안아퍼요~ ,"긍정 확률: 47.42%, 부정 확률: 52.58%"
너무 친절하시고 과잉치료 없어요! 앞으로 치과는 여기 다니겠습니다!  ,"긍정 확률: 49.80%, 부정 확률: 50.20%"
충치치료하고 스케일링 했는데 원장님이 꼼꼼하고 친절하게 진료해주시네요,"긍정 확률: 49.06%, 부정 확률: 50.94%"
"애들 어릴때부터 다니던 곳인데 얼마전 원장님 바뀌셔서 좀 당황했지만 꼼꼼히 잘 봐주시고 설명도 잘 해주세요 간호사쌤들도 친절하시고요 가족 다 가서 스켈링, 정기검진 받고 신랑  어금니 패인 부분 떼웠어요 보험 되는거랑 안되는거 두가지 있는데(색깔차이) 어금니 안쪽이라 잘 안보이는 부분이니 보험 되는걸로 권해주셨어요 원장님 신뢰감 가는 모습에 미루고  미뤘던 사랑니 발치도 예약하고 왔네요 ㅋ내용 더보기","긍정 확률: 46.91%, 부정 확률: 53.09%"
첫방문이었는데 엄청 친절하시고 좋았어요 다른곳에서 스케일링 하면 대충해주고 이 시렸는데 여기에선 스케일링도 엄청 꼼꼼히 해주시고 이도 하나도 안시렸어요 ! 치과진료는 다음에도 여기서 진료 받을것 같아요 짱,"긍정 확률: 51.39%, 부정 확률: 48.61%"
"치과를 자주 다닐만큼 치아 상태가 안좋은건 아니지만, 그래도 스케일링은 주기적으로 하니 믿을만한 치과가 동네 있으면 좋죠~ 오랫동안 다녔던 치과가 이사해서 새로 오픈한 선한미소 치과 방문했는데, 여기 뭐죠? 담당 원장님 부터 직원분들 어디서 친절 교육 따로 받으셨나요? ㅎㅎ 이렇게 하시면 동네 다른 치과는 어떻게 하라고요~ ^^ 고객 감동이 치과 모토인줄 알았습니다.. 재방문 의사 100% + 가족 권유 200% 해서 도합 300% 입니다... ㅎㅎ","긍정 확률: 57.44%, 부정 확률: 42.56%"
진짜 친절하고 증상에대해서 상세하게 알려주시는게 최고에요,"긍정 확률: 50.24%, 부정 확률: 49.76%"
추석에도 열어서 왔는데 의사선생님께서 친절하시고 좋아요~~👍,"긍정 확률: 47.69%, 부정 확률: 52.31%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
깔끔해요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요ㅎㅎ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿입니다,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
긋,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친정해서 좋아요 ,"긍정 확률: 43.01%, 부정 확률: 56.99%"
항상 친절하고 침맞고 나면 아픈곳이 금새 좋아집니다 늘 감사합니다~~,"긍정 확률: 48.96%, 부정 확률: 51.04%"
친절하시고. 치료도 잘해주십니다,"긍정 확률: 54.16%, 부정 확률: 45.84%"
의사샘 친절하시고 깨끗한 침상도 좋고 침효과도 좋습니다,"긍정 확률: 47.55%, 부정 확률: 52.45%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하신 원장님을 그만 봐야 쓸건데 이제 사방이 다 아파 자주뵙네요,"긍정 확률: 46.96%, 부정 확률: 53.04%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
설명을 잘 해주시고 한의사님이 완전 친절하세요.,"긍정 확률: 55.56%, 부정 확률: 44.44%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
선생님이 친절하게 설명해주셔서 좋았어요~~^^,"긍정 확률: 44.08%, 부정 확률: 55.92%"
꼼꼼하게 상담해주세요,"긍정 확률: 44.54%, 부정 확률: 55.46%"
친절하세요,"긍정 확률: 41.28%, 부정 확률: 58.72%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
직원들이 친절해요 ,"긍정 확률: 42.05%, 부정 확률: 57.95%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아여,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
임플란트~,"긍정 확률: 44.25%, 부정 확률: 55.75%"
정말 꼼꼼하세요~ 감사합니다 `,"긍정 확률: 43.96%, 부정 확률: 56.04%"
친절하세요. 꼼꼼하시구요.  ,"긍정 확률: 55.45%, 부정 확률: 44.55%"
임플란트 치료 받으러~,"긍정 확률: 45.20%, 부정 확률: 54.80%"
임플란트 기초 치료~,"긍정 확률: 45.50%, 부정 확률: 54.50%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
치과 치료~,"긍정 확률: 47.68%, 부정 확률: 52.32%"
치과 치료~,"긍정 확률: 47.68%, 부정 확률: 52.32%"
치과치료~,"긍정 확률: 44.68%, 부정 확률: 55.32%"
안아프게 친절하게 잘해주세요.,"긍정 확률: 57.44%, 부정 확률: 42.56%"
친철하게 잘 봐주세요,"긍정 확률: 41.88%, 부정 확률: 58.12%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
"친,절해요","긍정 확률: 55.00%, 부정 확률: 45.00%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
리뷰 왠만하면 안쓰는데... 간호사분 너무 친절하세요... 건물 겉모습만 보지말고 이곳으로 오세요,"긍정 확률: 59.24%, 부정 확률: 40.76%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
친절해요 ,"긍정 확률: 40.83%, 부정 확률: 59.17%"
원장님 친절하세요.,"긍정 확률: 55.85%, 부정 확률: 44.15%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
건강하게 진료 잘봐주시는 선생님들이 많습니다. :),"긍정 확률: 50.15%, 부정 확률: 49.85%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
"선생님께서 의사의 자질을 갖추셨다고 하는게 맞을것 같네요. 차분하시고 마음이 아파서 온 환자들을 진심으로 걱정해주시고 일상생활 할수 있게 도와주셔서, 강추합니다. 도움 많이 받고 있어요","긍정 확률: 56.04%, 부정 확률: 43.96%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
"왜  늘 환자가 많은지 알 것 같은 진료입니다. 의사선생님께서 굉장히 따뜻한 말씨와 공감대를 형성해주시며, 과잉 약 처방없이 환자에게 맞춰 환자를 위한 처방을 내려주세요. 마음이 늘 편안하고 좋습니다","긍정 확률: 60.16%, 부정 확률: 39.84%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
친절하고 조용하고 좋아요,"긍정 확률: 43.96%, 부정 확률: 56.04%"
귯,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
ㅈ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
그냥 비뇨기과  친절하지않음 ㅎ,"긍정 확률: 47.48%, 부정 확률: 52.52%"
ㅈ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
의사샘 친절도 보통이에요. 아이가 갔다고 계속 반말 하시네요. 간호사분은 친절하세요,"긍정 확률: 57.06%, 부정 확률: 42.94%"
좋아요 ,"긍정 확률: 44.58%, 부정 확률: 55.42%"
잘봐요,"긍정 확률: 42.30%, 부정 확률: 57.70%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하게 진료 잘 봐주십니다.,"긍정 확률: 55.75%, 부정 확률: 44.25%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하게 진료 잘 봐주십니다.,"긍정 확률: 55.75%, 부정 확률: 44.25%"
원장님 진료는 물론이고 안내해주시는 선생님도 친철하세요. 그래서인지 예약환자가 매우 많아요. ,"긍정 확률: 56.04%, 부정 확률: 43.96%"
친절하시고 상담 잘 해주십니다.,"긍정 확률: 56.17%, 부정 확률: 43.83%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
친절하시네요,"긍정 확률: 42.30%, 부정 확률: 57.70%"
 ,"긍정 확률: 36.55%, 부정 확률: 63.45%"
친절함,"긍정 확률: 40.72%, 부정 확률: 59.28%"
진료 잘 봐주시고 친절합니다.,"긍정 확률: 56.78%, 부정 확률: 43.22%"
상담 진료 잘 해주십니다.,"긍정 확률: 57.31%, 부정 확률: 42.69%"
 가정의건강을위하여... ,"긍정 확률: 53.50%, 부정 확률: 46.50%"
친절해요,"긍정 확률: 40.83%, 부정 확률: 59.17%"
원장닝이 편안한 스탈입니다,"긍정 확률: 42.19%, 부정 확률: 57.81%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
사람이 많지 않아요,"긍정 확률: 46.96%, 부정 확률: 53.04%"
친절,"긍정 확률: 39.10%, 부정 확률: 60.90%"
좋아요,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
윈장님친절하고 진단 잘 하심,"긍정 확률: 41.84%, 부정 확률: 58.16%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
굿,"긍정 확률: 44.58%, 부정 확률: 55.42%"
